action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,call_nbr,type_desc,detail_desc,business_desc
3697251672,inbound,1,customer_id,"""{\""action\"": {\""call_nbr\"": \""HIBWVYBHSIYZFGUDDSAC\""}, \""object\"": {\""type_desc\"": \""8\"", \""detail_desc\"": \""202\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_8_202,call_purpose,cti,3696969600,HIBWVYBHSIYZFGUDDSAC,8,202,2
3697251672,inbound,26,customer_id,"""{\""action\"": {\""call_nbr\"": \""HIBWVYBHSIYZFGUDDSAC\""}, \""object\"": {\""type_desc\"": \""8\"", \""detail_desc\"": \""202\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_8_202,call_purpose,cti,3696969600,HIBWVYBHSIYZFGUDDSAC,8,202,2
3697253157,inbound,19,customer_id,"""{\""action\"": {\""call_nbr\"": \""HPVHKACFEGFLCFPUBXQP\""}, \""object\"": {\""type_desc\"": \""3\"", \""detail_desc\"": \""105\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_3_105,call_purpose,cti,3696969600,HPVHKACFEGFLCFPUBXQP,3,105,1
3697253157,inbound,44,customer_id,"""{\""action\"": {\""call_nbr\"": \""HPVHKACFEGFLCFPUBXQP\""}, \""object\"": {\""type_desc\"": \""3\"", \""detail_desc\"": \""105\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_3_105,call_purpose,cti,3696969600,HPVHKACFEGFLCFPUBXQP,3,105,1
3697255927,inbound,6,customer_id,"""{\""action\"": {\""call_nbr\"": \""XLZZSRJSHOREZWEUXVPU\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""25\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_13_25,call_purpose,cti,3696969600,XLZZSRJSHOREZWEUXVPU,13,25,2
3697255927,inbound,31,customer_id,"""{\""action\"": {\""call_nbr\"": \""XLZZSRJSHOREZWEUXVPU\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""25\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_13_25,call_purpose,cti,3696969600,XLZZSRJSHOREZWEUXVPU,13,25,2
3697275008,inbound,2,customer_id,"""{\""action\"": {\""call_nbr\"": \""FVQSBDRHXBQCBRYBMKOU\""}, \""object\"": {\""type_desc\"": \""18\"", \""detail_desc\"": \""15\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_18_15,call_purpose,cti,3696969600,FVQSBDRHXBQCBRYBMKOU,18,15,1
3697275008,inbound,27,customer_id,"""{\""action\"": {\""call_nbr\"": \""FVQSBDRHXBQCBRYBMKOU\""}, \""object\"": {\""type_desc\"": \""18\"", \""detail_desc\"": \""15\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_18_15,call_purpose,cti,3696969600,FVQSBDRHXBQCBRYBMKOU,18,15,1
3697279128,inbound,14,customer_id,"""{\""action\"": {\""call_nbr\"": \""MNCEPCBQVATIPKVWYCCM\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""155\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_15_155,call_purpose,cti,3696969600,MNCEPCBQVATIPKVWYCCM,15,155,2
3697279128,inbound,39,customer_id,"""{\""action\"": {\""call_nbr\"": \""MNCEPCBQVATIPKVWYCCM\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""155\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_15_155,call_purpose,cti,3696969600,MNCEPCBQVATIPKVWYCCM,15,155,2
3697280123,inbound,3,customer_id,"""{\""action\"": {\""call_nbr\"": \""YBFWIMSCOXPEYPLIDHYX\""}, \""object\"": {\""type_desc\"": \""21\"", \""detail_desc\"": \""253\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_21_253,call_purpose,cti,3696969600,YBFWIMSCOXPEYPLIDHYX,21,253,2
3697280123,inbound,28,customer_id,"""{\""action\"": {\""call_nbr\"": \""YBFWIMSCOXPEYPLIDHYX\""}, \""object\"": {\""type_desc\"": \""21\"", \""detail_desc\"": \""253\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_21_253,call_purpose,cti,3696969600,YBFWIMSCOXPEYPLIDHYX,21,253,2
3697300013,inbound,10,customer_id,"""{\""action\"": {\""call_nbr\"": \""BZABYVGBWRQIFLNTDWHE\""}, \""object\"": {\""type_desc\"": \""8\"", \""detail_desc\"": \""248\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_8_248,call_purpose,cti,3696969600,BZABYVGBWRQIFLNTDWHE,8,248,1
3697300013,inbound,35,customer_id,"""{\""action\"": {\""call_nbr\"": \""BZABYVGBWRQIFLNTDWHE\""}, \""object\"": {\""type_desc\"": \""8\"", \""detail_desc\"": \""248\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_8_248,call_purpose,cti,3696969600,BZABYVGBWRQIFLNTDWHE,8,248,1
3697305299,inbound,4,customer_id,"""{\""action\"": {\""call_nbr\"": \""SELCBCDXFQWBNYHXQTWR\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""222\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_9_222,call_purpose,cti,3696969600,SELCBCDXFQWBNYHXQTWR,9,222,2
3697305299,inbound,29,customer_id,"""{\""action\"": {\""call_nbr\"": \""SELCBCDXFQWBNYHXQTWR\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""222\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_9_222,call_purpose,cti,3696969600,SELCBCDXFQWBNYHXQTWR,9,222,2
3697313420,inbound,16,customer_id,"""{\""action\"": {\""call_nbr\"": \""UIQICYPJFVHXSKXMWTOM\""}, \""object\"": {\""type_desc\"": \""25\"", \""detail_desc\"": \""57\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_25_57,call_purpose,cti,3696969600,UIQICYPJFVHXSKXMWTOM,25,57,2
3697313420,inbound,41,customer_id,"""{\""action\"": {\""call_nbr\"": \""UIQICYPJFVHXSKXMWTOM\""}, \""object\"": {\""type_desc\"": \""25\"", \""detail_desc\"": \""57\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_25_57,call_purpose,cti,3696969600,UIQICYPJFVHXSKXMWTOM,25,57,2
3697324832,inbound,9,customer_id,"""{\""action\"": {\""call_nbr\"": \""RPENZJZIWXDYKQGTXBUV\""}, \""object\"": {\""type_desc\"": \""4\"", \""detail_desc\"": \""48\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_4_48,call_purpose,cti,3696969600,RPENZJZIWXDYKQGTXBUV,4,48,1
3697324832,inbound,34,customer_id,"""{\""action\"": {\""call_nbr\"": \""RPENZJZIWXDYKQGTXBUV\""}, \""object\"": {\""type_desc\"": \""4\"", \""detail_desc\"": \""48\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_4_48,call_purpose,cti,3696969600,RPENZJZIWXDYKQGTXBUV,4,48,1
3697328831,inbound,15,customer_id,"""{\""action\"": {\""call_nbr\"": \""YQGXTIGACAYYCRVKYAZW\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""68\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_28_68,call_purpose,cti,3696969600,YQGXTIGACAYYCRVKYAZW,28,68,1
3697328831,inbound,40,customer_id,"""{\""action\"": {\""call_nbr\"": \""YQGXTIGACAYYCRVKYAZW\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""68\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_28_68,call_purpose,cti,3696969600,YQGXTIGACAYYCRVKYAZW,28,68,1
3697329510,inbound,16,customer_id,"""{\""action\"": {\""call_nbr\"": \""RRYDHAKMXYVFKZFLTMEU\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""169\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_0_169,call_purpose,cti,3696969600,RRYDHAKMXYVFKZFLTMEU,0,169,0
3697329510,inbound,41,customer_id,"""{\""action\"": {\""call_nbr\"": \""RRYDHAKMXYVFKZFLTMEU\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""169\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_0_169,call_purpose,cti,3696969600,RRYDHAKMXYVFKZFLTMEU,0,169,0
3697335070,inbound,18,customer_id,"""{\""action\"": {\""call_nbr\"": \""SLITDFASOAXLZHAFLKDO\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""260\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_17_260,call_purpose,cti,3696969600,SLITDFASOAXLZHAFLKDO,17,260,2
3697335070,inbound,43,customer_id,"""{\""action\"": {\""call_nbr\"": \""SLITDFASOAXLZHAFLKDO\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""260\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_17_260,call_purpose,cti,3696969600,SLITDFASOAXLZHAFLKDO,17,260,2
3697335759,inbound,18,customer_id,"""{\""action\"": {\""call_nbr\"": \""AVREYITRFUODRDEURFCY\""}, \""object\"": {\""type_desc\"": \""11\"", \""detail_desc\"": \""82\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_11_82,call_purpose,cti,3696969600,AVREYITRFUODRDEURFCY,11,82,0
3697335759,inbound,43,customer_id,"""{\""action\"": {\""call_nbr\"": \""AVREYITRFUODRDEURFCY\""}, \""object\"": {\""type_desc\"": \""11\"", \""detail_desc\"": \""82\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_11_82,call_purpose,cti,3696969600,AVREYITRFUODRDEURFCY,11,82,0
3697344833,inbound,12,customer_id,"""{\""action\"": {\""call_nbr\"": \""YAMDEPTHUJHYJZCEIFUT\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""71\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_17_71,call_purpose,cti,3696969600,YAMDEPTHUJHYJZCEIFUT,17,71,0
3697344833,inbound,37,customer_id,"""{\""action\"": {\""call_nbr\"": \""YAMDEPTHUJHYJZCEIFUT\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""71\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_17_71,call_purpose,cti,3696969600,YAMDEPTHUJHYJZCEIFUT,17,71,0
3697352564,inbound,18,customer_id,"""{\""action\"": {\""call_nbr\"": \""HSBHRXFLYAUOWWUHMPWI\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""155\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_9_155,call_purpose,cti,3696969600,HSBHRXFLYAUOWWUHMPWI,9,155,2
3697352564,inbound,43,customer_id,"""{\""action\"": {\""call_nbr\"": \""HSBHRXFLYAUOWWUHMPWI\""}, \""object\"": {\""type_desc\"": \""9\"", \""detail_desc\"": \""155\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_9_155,call_purpose,cti,3696969600,HSBHRXFLYAUOWWUHMPWI,9,155,2
3697354212,inbound,22,customer_id,"""{\""action\"": {\""call_nbr\"": \""KVRNYQDOAYKQPTTQNWFF\""}, \""object\"": {\""type_desc\"": \""16\"", \""detail_desc\"": \""57\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_16_57,call_purpose,cti,3696969600,KVRNYQDOAYKQPTTQNWFF,16,57,0
3697354212,inbound,47,customer_id,"""{\""action\"": {\""call_nbr\"": \""KVRNYQDOAYKQPTTQNWFF\""}, \""object\"": {\""type_desc\"": \""16\"", \""detail_desc\"": \""57\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_16_57,call_purpose,cti,3696969600,KVRNYQDOAYKQPTTQNWFF,16,57,0
3697357747,inbound,13,customer_id,"""{\""action\"": {\""call_nbr\"": \""VROLIFHVJOKMKXLVKBRN\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""125\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_28_125,call_purpose,cti,3696969600,VROLIFHVJOKMKXLVKBRN,28,125,0
3697357747,inbound,38,customer_id,"""{\""action\"": {\""call_nbr\"": \""VROLIFHVJOKMKXLVKBRN\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""125\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_28_125,call_purpose,cti,3696969600,VROLIFHVJOKMKXLVKBRN,28,125,0
3697358879,inbound,23,customer_id,"""{\""action\"": {\""call_nbr\"": \""BRMWFLYCREHIOABJVPIU\""}, \""object\"": {\""type_desc\"": \""10\"", \""detail_desc\"": \""285\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_10_285,call_purpose,cti,3696969600,BRMWFLYCREHIOABJVPIU,10,285,2
3697358879,inbound,48,customer_id,"""{\""action\"": {\""call_nbr\"": \""BRMWFLYCREHIOABJVPIU\""}, \""object\"": {\""type_desc\"": \""10\"", \""detail_desc\"": \""285\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_10_285,call_purpose,cti,3696969600,BRMWFLYCREHIOABJVPIU,10,285,2
3697362605,inbound,12,customer_id,"""{\""action\"": {\""call_nbr\"": \""VEBRGETUONBJRNOLYRXC\""}, \""object\"": {\""type_desc\"": \""20\"", \""detail_desc\"": \""172\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_20_172,call_purpose,cti,3696969600,VEBRGETUONBJRNOLYRXC,20,172,2
3697362605,inbound,37,customer_id,"""{\""action\"": {\""call_nbr\"": \""VEBRGETUONBJRNOLYRXC\""}, \""object\"": {\""type_desc\"": \""20\"", \""detail_desc\"": \""172\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_20_172,call_purpose,cti,3696969600,VEBRGETUONBJRNOLYRXC,20,172,2
3697371960,inbound,19,customer_id,"""{\""action\"": {\""call_nbr\"": \""DEEYYETBWNVNWVVWIBHU\""}, \""object\"": {\""type_desc\"": \""16\"", \""detail_desc\"": \""153\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_16_153,call_purpose,cti,3696969600,DEEYYETBWNVNWVVWIBHU,16,153,0
3697371960,inbound,44,customer_id,"""{\""action\"": {\""call_nbr\"": \""DEEYYETBWNVNWVVWIBHU\""}, \""object\"": {\""type_desc\"": \""16\"", \""detail_desc\"": \""153\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_16_153,call_purpose,cti,3696969600,DEEYYETBWNVNWVVWIBHU,16,153,0
3697384861,inbound,16,customer_id,"""{\""action\"": {\""call_nbr\"": \""BLDQNNKPNQNBWPJKCCEO\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""150\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_150,call_purpose,cti,3696969600,BLDQNNKPNQNBWPJKCCEO,2,150,2
3697384861,inbound,41,customer_id,"""{\""action\"": {\""call_nbr\"": \""BLDQNNKPNQNBWPJKCCEO\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""150\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_150,call_purpose,cti,3696969600,BLDQNNKPNQNBWPJKCCEO,2,150,2
3697405910,inbound,2,customer_id,"""{\""action\"": {\""call_nbr\"": \""TTIHYHIUMDHHOEKZYVRU\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""235\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_17_235,call_purpose,cti,3696969600,TTIHYHIUMDHHOEKZYVRU,17,235,0
3697405910,inbound,27,customer_id,"""{\""action\"": {\""call_nbr\"": \""TTIHYHIUMDHHOEKZYVRU\""}, \""object\"": {\""type_desc\"": \""17\"", \""detail_desc\"": \""235\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_17_235,call_purpose,cti,3696969600,TTIHYHIUMDHHOEKZYVRU,17,235,0
3697418654,inbound,23,customer_id,"""{\""action\"": {\""call_nbr\"": \""XWUWCUZMBTSSCRTEIUXT\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""247\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_0_247,call_purpose,cti,3696969600,XWUWCUZMBTSSCRTEIUXT,0,247,1
3697418654,inbound,48,customer_id,"""{\""action\"": {\""call_nbr\"": \""XWUWCUZMBTSSCRTEIUXT\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""247\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_0_247,call_purpose,cti,3696969600,XWUWCUZMBTSSCRTEIUXT,0,247,1
3697433465,inbound,23,customer_id,"""{\""action\"": {\""call_nbr\"": \""PIGEFLKBUTYAXZFLGZVT\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""150\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_22_150,call_purpose,cti,3696969600,PIGEFLKBUTYAXZFLGZVT,22,150,2
3697433465,inbound,48,customer_id,"""{\""action\"": {\""call_nbr\"": \""PIGEFLKBUTYAXZFLGZVT\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""150\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_22_150,call_purpose,cti,3696969600,PIGEFLKBUTYAXZFLGZVT,22,150,2
3697444016,inbound,11,customer_id,"""{\""action\"": {\""call_nbr\"": \""AXHRTUGKVNCCLSQADPTT\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""64\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_64,call_purpose,cti,3696969600,AXHRTUGKVNCCLSQADPTT,2,64,2
3697444016,inbound,36,customer_id,"""{\""action\"": {\""call_nbr\"": \""AXHRTUGKVNCCLSQADPTT\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""64\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_64,call_purpose,cti,3696969600,AXHRTUGKVNCCLSQADPTT,2,64,2
3697462695,inbound,22,customer_id,"""{\""action\"": {\""call_nbr\"": \""IBALGBCRPQLMCYQYOZIG\""}, \""object\"": {\""type_desc\"": \""27\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_27_80,call_purpose,cti,3696969600,IBALGBCRPQLMCYQYOZIG,27,80,2
3697462695,inbound,47,customer_id,"""{\""action\"": {\""call_nbr\"": \""IBALGBCRPQLMCYQYOZIG\""}, \""object\"": {\""type_desc\"": \""27\"", \""detail_desc\"": \""80\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_27_80,call_purpose,cti,3696969600,IBALGBCRPQLMCYQYOZIG,27,80,2
3697463267,inbound,4,customer_id,"""{\""action\"": {\""call_nbr\"": \""YBEZXPQYYTMNBEQMAXCV\""}, \""object\"": {\""type_desc\"": \""26\"", \""detail_desc\"": \""152\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_26_152,call_purpose,cti,3696969600,YBEZXPQYYTMNBEQMAXCV,26,152,1
3697463267,inbound,29,customer_id,"""{\""action\"": {\""call_nbr\"": \""YBEZXPQYYTMNBEQMAXCV\""}, \""object\"": {\""type_desc\"": \""26\"", \""detail_desc\"": \""152\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_26_152,call_purpose,cti,3696969600,YBEZXPQYYTMNBEQMAXCV,26,152,1
3697465020,inbound,14,customer_id,"""{\""action\"": {\""call_nbr\"": \""LHNOSBQHOYNDYDDQYFXJ\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""230\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_13_230,call_purpose,cti,3696969600,LHNOSBQHOYNDYDDQYFXJ,13,230,2
3697465020,inbound,39,customer_id,"""{\""action\"": {\""call_nbr\"": \""LHNOSBQHOYNDYDDQYFXJ\""}, \""object\"": {\""type_desc\"": \""13\"", \""detail_desc\"": \""230\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_13_230,call_purpose,cti,3696969600,LHNOSBQHOYNDYDDQYFXJ,13,230,2
3697475408,inbound,21,customer_id,"""{\""action\"": {\""call_nbr\"": \""DCSXSFGEEUGWXCVBDNUK\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""215\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_22_215,call_purpose,cti,3696969600,DCSXSFGEEUGWXCVBDNUK,22,215,1
3697475408,inbound,46,customer_id,"""{\""action\"": {\""call_nbr\"": \""DCSXSFGEEUGWXCVBDNUK\""}, \""object\"": {\""type_desc\"": \""22\"", \""detail_desc\"": \""215\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_22_215,call_purpose,cti,3696969600,DCSXSFGEEUGWXCVBDNUK,22,215,1
3697494384,inbound,8,customer_id,"""{\""action\"": {\""call_nbr\"": \""SEEWXPNYWXWDDOPTNLRC\""}, \""object\"": {\""type_desc\"": \""25\"", \""detail_desc\"": \""56\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_25_56,call_purpose,cti,3696969600,SEEWXPNYWXWDDOPTNLRC,25,56,2
3697494384,inbound,33,customer_id,"""{\""action\"": {\""call_nbr\"": \""SEEWXPNYWXWDDOPTNLRC\""}, \""object\"": {\""type_desc\"": \""25\"", \""detail_desc\"": \""56\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_25_56,call_purpose,cti,3696969600,SEEWXPNYWXWDDOPTNLRC,25,56,2
3697499801,inbound,25,customer_id,"""{\""action\"": {\""call_nbr\"": \""YBFXUGZICGFKXNBSRLZZ\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""108\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_15_108,call_purpose,cti,3696969600,YBFXUGZICGFKXNBSRLZZ,15,108,0
3697499801,inbound,50,customer_id,"""{\""action\"": {\""call_nbr\"": \""YBFXUGZICGFKXNBSRLZZ\""}, \""object\"": {\""type_desc\"": \""15\"", \""detail_desc\"": \""108\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_15_108,call_purpose,cti,3696969600,YBFXUGZICGFKXNBSRLZZ,15,108,0
3697515629,inbound,11,customer_id,"""{\""action\"": {\""call_nbr\"": \""IONQRVMIQWPPDHINKOOU\""}, \""object\"": {\""type_desc\"": \""12\"", \""detail_desc\"": \""235\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_12_235,call_purpose,cti,3696969600,IONQRVMIQWPPDHINKOOU,12,235,2
3697515629,inbound,36,customer_id,"""{\""action\"": {\""call_nbr\"": \""IONQRVMIQWPPDHINKOOU\""}, \""object\"": {\""type_desc\"": \""12\"", \""detail_desc\"": \""235\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_12_235,call_purpose,cti,3696969600,IONQRVMIQWPPDHINKOOU,12,235,2
3697521883,inbound,16,customer_id,"""{\""action\"": {\""call_nbr\"": \""FUBNPUXKYGEETHKHRDUH\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""285\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_0_285,call_purpose,cti,3696969600,FUBNPUXKYGEETHKHRDUH,0,285,2
3697521883,inbound,41,customer_id,"""{\""action\"": {\""call_nbr\"": \""FUBNPUXKYGEETHKHRDUH\""}, \""object\"": {\""type_desc\"": \""0\"", \""detail_desc\"": \""285\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_0_285,call_purpose,cti,3696969600,FUBNPUXKYGEETHKHRDUH,0,285,2
3697526303,inbound,15,customer_id,"""{\""action\"": {\""call_nbr\"": \""ZEPWKDZUNQOMEGNSMZTT\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""254\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_28_254,call_purpose,cti,3696969600,ZEPWKDZUNQOMEGNSMZTT,28,254,1
3697526303,inbound,40,customer_id,"""{\""action\"": {\""call_nbr\"": \""ZEPWKDZUNQOMEGNSMZTT\""}, \""object\"": {\""type_desc\"": \""28\"", \""detail_desc\"": \""254\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_28_254,call_purpose,cti,3696969600,ZEPWKDZUNQOMEGNSMZTT,28,254,1
3697529863,inbound,7,customer_id,"""{\""action\"": {\""call_nbr\"": \""VJKIDXWYDKXGNVFABRXC\""}, \""object\"": {\""type_desc\"": \""18\"", \""detail_desc\"": \""63\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_18_63,call_purpose,cti,3696969600,VJKIDXWYDKXGNVFABRXC,18,63,1
3697529863,inbound,32,customer_id,"""{\""action\"": {\""call_nbr\"": \""VJKIDXWYDKXGNVFABRXC\""}, \""object\"": {\""type_desc\"": \""18\"", \""detail_desc\"": \""63\"", \""business_desc\"": \""1\""}}"",3696969600",personal_phone_service,customer_service,1_18_63,call_purpose,cti,3696969600,VJKIDXWYDKXGNVFABRXC,18,63,1
3697535408,inbound,12,customer_id,"""{\""action\"": {\""call_nbr\"": \""XUUMFZLNRKVIYOMURNJJ\""}, \""object\"": {\""type_desc\"": \""27\"", \""detail_desc\"": \""83\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_27_83,call_purpose,cti,3696969600,XUUMFZLNRKVIYOMURNJJ,27,83,0
3697535408,inbound,37,customer_id,"""{\""action\"": {\""call_nbr\"": \""XUUMFZLNRKVIYOMURNJJ\""}, \""object\"": {\""type_desc\"": \""27\"", \""detail_desc\"": \""83\"", \""business_desc\"": \""0\""}}"",3696969600",personal_phone_service,customer_service,0_27_83,call_purpose,cti,3696969600,XUUMFZLNRKVIYOMURNJJ,27,83,0
3697539712,inbound,19,customer_id,"""{\""action\"": {\""call_nbr\"": \""BFLGDPWNCKTOPIORRKPB\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""269\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_269,call_purpose,cti,3696969600,BFLGDPWNCKTOPIORRKPB,2,269,2
3697539712,inbound,44,customer_id,"""{\""action\"": {\""call_nbr\"": \""BFLGDPWNCKTOPIORRKPB\""}, \""object\"": {\""type_desc\"": \""2\"", \""detail_desc\"": \""269\"", \""business_desc\"": \""2\""}}"",3696969600",personal_phone_service,customer_service,2_2_269,call_purpose,cti,3696969600,BFLGDPWNCKTOPIORRKPB,2,269,2
