action_time,action_type,actor_id,actor_type,attrs,channel_id,channel_type,object_id,object_type,theme,partition_time,txn_amt,original_currency_code,merchant_category_code,card_type,card_level
3697717276,purchase_consumption,44,customer_id,"""{\""action\"": {\""txn_amt\"": 1368.0525264977302, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05933\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",VPWHGBXQPVWXOABEKHXJ,credit_card,SDZWEKVABPPIGDOYWJIX,merchant_nbr,cc_txn,3696969600,1368.052526,TWD,5933,E,4
3697717340,cash_advance,10,customer_id,"""{\""action\"": {\""txn_amt\"": 657.0057087945465, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""06300\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""5\""}}"",3696969600",HHPDPFQVMOGCXTUQZWQI,credit_card,CMGCHAPNKZPHCKCKHIBN,merchant_nbr,cc_txn,3696969600,657.0057088,TWD,6300,D,5
3697717340,cash_advance,35,customer_id,"""{\""action\"": {\""txn_amt\"": 657.0057087945465, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""06300\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""5\""}}"",3696969600",HHPDPFQVMOGCXTUQZWQI,credit_card,CMGCHAPNKZPHCKCKHIBN,merchant_nbr,cc_txn,3696969600,657.0057088,TWD,6300,D,5
3697717519,purchase_consumption,3,customer_id,"""{\""action\"": {\""txn_amt\"": 1955.7170862422438, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05719\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""5\""}}"",3696969600",FJFJVAOKRXKPBTCQSRFB,credit_card,LMJYQTMTCTVLFZXXGAUO,merchant_nbr,cc_txn,3696969600,1955.717086,TWD,5719,B,5
3697717519,purchase_consumption,28,customer_id,"""{\""action\"": {\""txn_amt\"": 1955.7170862422438, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05719\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""5\""}}"",3696969600",FJFJVAOKRXKPBTCQSRFB,credit_card,LMJYQTMTCTVLFZXXGAUO,merchant_nbr,cc_txn,3696969600,1955.717086,TWD,5719,B,5
3697719943,purchase_consumption,16,customer_id,"""{\""action\"": {\""txn_amt\"": 2843.072103575906, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03508\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",ZMPLERYPVYBBQIMAOFFJ,credit_card,QDBQEPDKSRKPHRMIIOKU,merchant_nbr,cc_txn,3696969600,2843.072104,TWD,3508,E,3
3697719943,purchase_consumption,41,customer_id,"""{\""action\"": {\""txn_amt\"": 2843.072103575906, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03508\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""3\""}}"",3696969600",ZMPLERYPVYBBQIMAOFFJ,credit_card,QDBQEPDKSRKPHRMIIOKU,merchant_nbr,cc_txn,3696969600,2843.072104,TWD,3508,E,3
3697723328,purchase_consumption,7,customer_id,"""{\""action\"": {\""txn_amt\"": 119.21639940636533, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07922\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",MRDLKRUNHDJPWXXCQURH,credit_card,TDPZJRWGLPGAPWUVFSOP,merchant_nbr,cc_txn,3696969600,119.2163994,TWD,7922,C,5
3697723328,purchase_consumption,32,customer_id,"""{\""action\"": {\""txn_amt\"": 119.21639940636533, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07922\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",MRDLKRUNHDJPWXXCQURH,credit_card,TDPZJRWGLPGAPWUVFSOP,merchant_nbr,cc_txn,3696969600,119.2163994,TWD,7922,C,5
3697723611,purchase_consumption,12,customer_id,"""{\""action\"": {\""txn_amt\"": 1586.8796307584546, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05039\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",TBZRPWGZJUPUCMPTTITT,credit_card,HCNRISCRDQYUEOFJAQLI,merchant_nbr,cc_txn,3696969600,1586.879631,TWD,5039,D,4
3697723611,purchase_consumption,37,customer_id,"""{\""action\"": {\""txn_amt\"": 1586.8796307584546, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05039\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",TBZRPWGZJUPUCMPTTITT,credit_card,HCNRISCRDQYUEOFJAQLI,merchant_nbr,cc_txn,3696969600,1586.879631,TWD,5039,D,4
3697724129,purchase_consumption,4,customer_id,"""{\""action\"": {\""txn_amt\"": 207.86202598685455, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05937\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",WNCNYBGMTHGMJCPJJEEG,credit_card,RKUSGMPPVLNFSOGBIJAZ,merchant_nbr,cc_txn,3696969600,207.862026,TWD,5937,C,4
3697724129,purchase_consumption,29,customer_id,"""{\""action\"": {\""txn_amt\"": 207.86202598685455, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05937\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",WNCNYBGMTHGMJCPJJEEG,credit_card,RKUSGMPPVLNFSOGBIJAZ,merchant_nbr,cc_txn,3696969600,207.862026,TWD,5937,C,4
3697725108,cash_advance,4,customer_id,"""{\""action\"": {\""txn_amt\"": 12.649730570417189, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03513\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""5\""}}"",3696969600",KNXIIVCRHBECHMHAXBDO,credit_card,CDXHQBKXIIAWCZBSEHHJ,merchant_nbr,cc_txn,3696969600,12.64973057,TWD,3513,E,5
3697725108,cash_advance,29,customer_id,"""{\""action\"": {\""txn_amt\"": 12.649730570417189, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03513\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""5\""}}"",3696969600",KNXIIVCRHBECHMHAXBDO,credit_card,CDXHQBKXIIAWCZBSEHHJ,merchant_nbr,cc_txn,3696969600,12.64973057,TWD,3513,E,5
3697725401,cash_advance,10,customer_id,"""{\""action\"": {\""txn_amt\"": 510.31861024913263, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03677\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""2\""}}"",3696969600",HKGYRSSQZYUSXIFDGOYK,credit_card,UQQZCERVMLNLTWCOCSEP,merchant_nbr,cc_txn,3696969600,510.3186102,TWD,3677,B,2
3697725401,cash_advance,35,customer_id,"""{\""action\"": {\""txn_amt\"": 510.31861024913263, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03677\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""2\""}}"",3696969600",HKGYRSSQZYUSXIFDGOYK,credit_card,UQQZCERVMLNLTWCOCSEP,merchant_nbr,cc_txn,3696969600,510.3186102,TWD,3677,B,2
3697725834,cash_advance,12,customer_id,"""{\""action\"": {\""txn_amt\"": 1266.5121123053864, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05541\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""2\""}}"",3696969600",DLZYGAEPSODSGPSNIBJO,credit_card,HVSGJJAQVMURMLXTKCJN,merchant_nbr,cc_txn,3696969600,1266.512112,TWD,5541,A,2
3697725834,cash_advance,37,customer_id,"""{\""action\"": {\""txn_amt\"": 1266.5121123053864, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05541\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""2\""}}"",3696969600",DLZYGAEPSODSGPSNIBJO,credit_card,HVSGJJAQVMURMLXTKCJN,merchant_nbr,cc_txn,3696969600,1266.512112,TWD,5541,A,2
3697727070,purchase_consumption,12,customer_id,"""{\""action\"": {\""txn_amt\"": 4426.501097541385, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07941\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""5\""}}"",3696969600",QEHVPEQICDSJVEWYIAZN,credit_card,GNOVBKLNSTXCYRTASEQS,merchant_nbr,cc_txn,3696969600,4426.501098,TWD,7941,A,5
3697727070,purchase_consumption,37,customer_id,"""{\""action\"": {\""txn_amt\"": 4426.501097541385, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07941\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""5\""}}"",3696969600",QEHVPEQICDSJVEWYIAZN,credit_card,GNOVBKLNSTXCYRTASEQS,merchant_nbr,cc_txn,3696969600,4426.501098,TWD,7941,A,5
3697729322,cash_advance,6,customer_id,"""{\""action\"": {\""txn_amt\"": 147.56553669890351, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03359\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",OKLIHCCQEATYAJHQZKIU,credit_card,IFSIPKUKJBKWOFWKCWHR,merchant_nbr,cc_txn,3696969600,147.5655367,TWD,3359,A,4
3697729322,cash_advance,31,customer_id,"""{\""action\"": {\""txn_amt\"": 147.56553669890351, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03359\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",OKLIHCCQEATYAJHQZKIU,credit_card,IFSIPKUKJBKWOFWKCWHR,merchant_nbr,cc_txn,3696969600,147.5655367,TWD,3359,A,4
3697729727,purchase_consumption,23,customer_id,"""{\""action\"": {\""txn_amt\"": 1689.1497380986175, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05422\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""5\""}}"",3696969600",SCXBKQGBWDDIVOBCIFUX,credit_card,VOTRKCLTUTQRQGFFZNWW,merchant_nbr,cc_txn,3696969600,1689.149738,TWD,5422,B,5
3697729727,purchase_consumption,48,customer_id,"""{\""action\"": {\""txn_amt\"": 1689.1497380986175, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05422\""}, \""channel\"": {\""card_type\"": \""B\"", \""card_level\"": \""5\""}}"",3696969600",SCXBKQGBWDDIVOBCIFUX,credit_card,VOTRKCLTUTQRQGFFZNWW,merchant_nbr,cc_txn,3696969600,1689.149738,TWD,5422,B,5
3697730511,cash_advance,7,customer_id,"""{\""action\"": {\""txn_amt\"": 370.88103574006874, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05734\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",SDVZBQVUMCILYNIBKDDI,credit_card,UFBXYBCCMMMGFCYRKEKX,merchant_nbr,cc_txn,3696969600,370.8810357,TWD,5734,C,4
3697730511,cash_advance,32,customer_id,"""{\""action\"": {\""txn_amt\"": 370.88103574006874, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05734\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""4\""}}"",3696969600",SDVZBQVUMCILYNIBKDDI,credit_card,UFBXYBCCMMMGFCYRKEKX,merchant_nbr,cc_txn,3696969600,370.8810357,TWD,5734,C,4
3697731300,purchase_consumption,12,customer_id,"""{\""action\"": {\""txn_amt\"": 1517.91186879618, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08299\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",GPFBTOPEYXTREJXROJRB,credit_card,DIBRTSVWINRWSGAISFTI,merchant_nbr,cc_txn,3696969600,1517.911869,TWD,8299,E,4
3697731300,purchase_consumption,37,customer_id,"""{\""action\"": {\""txn_amt\"": 1517.91186879618, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08299\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",GPFBTOPEYXTREJXROJRB,credit_card,DIBRTSVWINRWSGAISFTI,merchant_nbr,cc_txn,3696969600,1517.911869,TWD,8299,E,4
3697734073,purchase_consumption,15,customer_id,"""{\""action\"": {\""txn_amt\"": 598.0173275938581, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""02791\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",WOJQSGBOTIDJHWPTMQUH,credit_card,LWQJGNEDGQBVTJAKFBXO,merchant_nbr,cc_txn,3696969600,598.0173276,TWD,2791,D,4
3697734073,purchase_consumption,40,customer_id,"""{\""action\"": {\""txn_amt\"": 598.0173275938581, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""02791\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",WOJQSGBOTIDJHWPTMQUH,credit_card,LWQJGNEDGQBVTJAKFBXO,merchant_nbr,cc_txn,3696969600,598.0173276,TWD,2791,D,4
3697737753,purchase_consumption,19,customer_id,"""{\""action\"": {\""txn_amt\"": 2258.372705107726, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05211\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""5\""}}"",3696969600",TMLHQGNIBDFVNIPESKRB,credit_card,GLHRMCPZEPRIDYKYLWFV,merchant_nbr,cc_txn,3696969600,2258.372705,TWD,5211,A,5
3697737753,purchase_consumption,44,customer_id,"""{\""action\"": {\""txn_amt\"": 2258.372705107726, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05211\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""5\""}}"",3696969600",TMLHQGNIBDFVNIPESKRB,credit_card,GLHRMCPZEPRIDYKYLWFV,merchant_nbr,cc_txn,3696969600,2258.372705,TWD,5211,A,5
3697737852,purchase_consumption,15,customer_id,"""{\""action\"": {\""txn_amt\"": 1626.9626870715208, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03617\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""6\""}}"",3696969600",XLANDZCMCAOTGMLROGLS,credit_card,LVNWVYVHPBLBUAOUEYJC,merchant_nbr,cc_txn,3696969600,1626.962687,TWD,3617,A,6
3697737852,purchase_consumption,40,customer_id,"""{\""action\"": {\""txn_amt\"": 1626.9626870715208, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03617\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""6\""}}"",3696969600",XLANDZCMCAOTGMLROGLS,credit_card,LVNWVYVHPBLBUAOUEYJC,merchant_nbr,cc_txn,3696969600,1626.962687,TWD,3617,A,6
3697738477,cash_advance,9,customer_id,"""{\""action\"": {\""txn_amt\"": 1473.8157875795837, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03796\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",QOTJPBWBNOHMFBWRYQBV,credit_card,TYDGDBXRXZYCFZCWHSMF,merchant_nbr,cc_txn,3696969600,1473.815788,TWD,3796,D,4
3697738477,cash_advance,34,customer_id,"""{\""action\"": {\""txn_amt\"": 1473.8157875795837, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03796\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""4\""}}"",3696969600",QOTJPBWBNOHMFBWRYQBV,credit_card,TYDGDBXRXZYCFZCWHSMF,merchant_nbr,cc_txn,3696969600,1473.815788,TWD,3796,D,4
3697739106,purchase_consumption,15,customer_id,"""{\""action\"": {\""txn_amt\"": 270.64068490904424, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03793\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""2\""}}"",3696969600",SQHABJDHYTPGWYDKFWLE,credit_card,YXTVXBGNAWFQSERXJBGO,merchant_nbr,cc_txn,3696969600,270.6406849,TWD,3793,C,2
3697739106,purchase_consumption,40,customer_id,"""{\""action\"": {\""txn_amt\"": 270.64068490904424, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03793\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""2\""}}"",3696969600",SQHABJDHYTPGWYDKFWLE,credit_card,YXTVXBGNAWFQSERXJBGO,merchant_nbr,cc_txn,3696969600,270.6406849,TWD,3793,C,2
3697743794,cash_advance,12,customer_id,"""{\""action\"": {\""txn_amt\"": 4384.200050473918, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05722\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""5\""}}"",3696969600",SLITIGHYHOZMPQXFNJUN,credit_card,TXINIAAOMBHVIRJRSIBH,merchant_nbr,cc_txn,3696969600,4384.20005,TWD,5722,D,5
3697743794,cash_advance,37,customer_id,"""{\""action\"": {\""txn_amt\"": 4384.200050473918, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05722\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""5\""}}"",3696969600",SLITIGHYHOZMPQXFNJUN,credit_card,TXINIAAOMBHVIRJRSIBH,merchant_nbr,cc_txn,3696969600,4384.20005,TWD,5722,D,5
3697744999,cash_advance,3,customer_id,"""{\""action\"": {\""txn_amt\"": 523.6222284051995, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08049\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""5\""}}"",3696969600",XXVSDHZNBYGZGKVNDSMY,credit_card,HNSXGLKQLVNJFYZGPALP,merchant_nbr,cc_txn,3696969600,523.6222284,TWD,8049,D,5
3697744999,cash_advance,28,customer_id,"""{\""action\"": {\""txn_amt\"": 523.6222284051995, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08049\""}, \""channel\"": {\""card_type\"": \""D\"", \""card_level\"": \""5\""}}"",3696969600",XXVSDHZNBYGZGKVNDSMY,credit_card,HNSXGLKQLVNJFYZGPALP,merchant_nbr,cc_txn,3696969600,523.6222284,TWD,8049,D,5
3697748223,purchase_consumption,4,customer_id,"""{\""action\"": {\""txn_amt\"": 69.61124210113337, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07996\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""2\""}}"",3696969600",QSKATEKPSPXKCPLAYIIL,credit_card,LZCTCCGMLKGUJDPNPMUY,merchant_nbr,cc_txn,3696969600,69.6112421,TWD,7996,A,2
3697748223,purchase_consumption,29,customer_id,"""{\""action\"": {\""txn_amt\"": 69.61124210113337, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""07996\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""2\""}}"",3696969600",QSKATEKPSPXKCPLAYIIL,credit_card,LZCTCCGMLKGUJDPNPMUY,merchant_nbr,cc_txn,3696969600,69.6112421,TWD,7996,A,2
3697748291,cash_advance,25,customer_id,"""{\""action\"": {\""txn_amt\"": 231.70480690836857, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05200\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",KIXXYKJBDNEFFQTJILHQ,credit_card,NBYBUGPYZHTYFFKCWIIM,merchant_nbr,cc_txn,3696969600,231.7048069,TWD,5200,E,4
3697748291,cash_advance,50,customer_id,"""{\""action\"": {\""txn_amt\"": 231.70480690836857, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""05200\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",KIXXYKJBDNEFFQTJILHQ,credit_card,NBYBUGPYZHTYFFKCWIIM,merchant_nbr,cc_txn,3696969600,231.7048069,TWD,5200,E,4
3697748495,purchase_consumption,18,customer_id,"""{\""action\"": {\""txn_amt\"": 275.38364201558204, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""09702\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",DYYVTDWCAYCCSUOWTETK,credit_card,VJCGGQFTQBOQRZPESWRS,merchant_nbr,cc_txn,3696969600,275.383642,TWD,9702,E,4
3697748495,purchase_consumption,43,customer_id,"""{\""action\"": {\""txn_amt\"": 275.38364201558204, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""09702\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""4\""}}"",3696969600",DYYVTDWCAYCCSUOWTETK,credit_card,VJCGGQFTQBOQRZPESWRS,merchant_nbr,cc_txn,3696969600,275.383642,TWD,9702,E,4
3697751604,cash_advance,8,customer_id,"""{\""action\"": {\""txn_amt\"": 592.6843312208172, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03088\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""6\""}}"",3696969600",ZDFNYSYXXKTTJPHVZSML,credit_card,RETQURIFVTAXAHCFQFQI,merchant_nbr,cc_txn,3696969600,592.6843312,TWD,3088,A,6
3697751604,cash_advance,33,customer_id,"""{\""action\"": {\""txn_amt\"": 592.6843312208172, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03088\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""6\""}}"",3696969600",ZDFNYSYXXKTTJPHVZSML,credit_card,RETQURIFVTAXAHCFQFQI,merchant_nbr,cc_txn,3696969600,592.6843312,TWD,3088,A,6
3697752063,purchase_consumption,9,customer_id,"""{\""action\"": {\""txn_amt\"": 123.56716692313499, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03650\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""2\""}}"",3696969600",QGRUVEGHTMQPZFLPHCUE,credit_card,SSBSXBZIEXSVEIGKBXPF,merchant_nbr,cc_txn,3696969600,123.5671669,TWD,3650,C,2
3697752063,purchase_consumption,34,customer_id,"""{\""action\"": {\""txn_amt\"": 123.56716692313499, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03650\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""2\""}}"",3696969600",QGRUVEGHTMQPZFLPHCUE,credit_card,SSBSXBZIEXSVEIGKBXPF,merchant_nbr,cc_txn,3696969600,123.5671669,TWD,3650,C,2
3697757449,cash_advance,7,customer_id,"""{\""action\"": {\""txn_amt\"": 2156.5804089851367, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08049\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",IVJRDLVJCWPIDIICKARH,credit_card,UAAFMKXMUKKJQKFYXEDJ,merchant_nbr,cc_txn,3696969600,2156.580409,TWD,8049,A,4
3697757449,cash_advance,32,customer_id,"""{\""action\"": {\""txn_amt\"": 2156.5804089851367, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""08049\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",IVJRDLVJCWPIDIICKARH,credit_card,UAAFMKXMUKKJQKFYXEDJ,merchant_nbr,cc_txn,3696969600,2156.580409,TWD,8049,A,4
3697761199,cash_advance,8,customer_id,"""{\""action\"": {\""txn_amt\"": 1381.4406506373596, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03219\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""5\""}}"",3696969600",ALIZSFZWYPEKCPYHTPQM,credit_card,SHVBQDFSKKKTCSBZNEPT,merchant_nbr,cc_txn,3696969600,1381.440651,TWD,3219,E,5
3697761199,cash_advance,33,customer_id,"""{\""action\"": {\""txn_amt\"": 1381.4406506373596, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03219\""}, \""channel\"": {\""card_type\"": \""E\"", \""card_level\"": \""5\""}}"",3696969600",ALIZSFZWYPEKCPYHTPQM,credit_card,SHVBQDFSKKKTCSBZNEPT,merchant_nbr,cc_txn,3696969600,1381.440651,TWD,3219,E,5
3697762610,purchase_consumption,11,customer_id,"""{\""action\"": {\""txn_amt\"": 4531.039595657396, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03650\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""3\""}}"",3696969600",POWKSXZRMGCQEVFHRMQI,credit_card,NCKBARTJYHIRWZIAVQBO,merchant_nbr,cc_txn,3696969600,4531.039596,TWD,3650,C,3
3697762610,purchase_consumption,36,customer_id,"""{\""action\"": {\""txn_amt\"": 4531.039595657396, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03650\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""3\""}}"",3696969600",POWKSXZRMGCQEVFHRMQI,credit_card,NCKBARTJYHIRWZIAVQBO,merchant_nbr,cc_txn,3696969600,4531.039596,TWD,3650,C,3
3697765403,purchase_consumption,6,customer_id,"""{\""action\"": {\""txn_amt\"": 1262.7857190241616, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""0MRT7\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",PNDPNZRSTDZGFKRLCTFX,credit_card,CZRPESXWIOGLKMYAHBEQ,merchant_nbr,cc_txn,3696969600,1262.785719,TWD,0MRT7,C,5
3697765403,purchase_consumption,31,customer_id,"""{\""action\"": {\""txn_amt\"": 1262.7857190241616, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""0MRT7\""}, \""channel\"": {\""card_type\"": \""C\"", \""card_level\"": \""5\""}}"",3696969600",PNDPNZRSTDZGFKRLCTFX,credit_card,CZRPESXWIOGLKMYAHBEQ,merchant_nbr,cc_txn,3696969600,1262.785719,TWD,0MRT7,C,5
3697785236,cash_advance,22,customer_id,"""{\""action\"": {\""txn_amt\"": 355.04146452079476, \""original_currency_code\"": \""TWD\""}, \""object\"": {\""merchant_category_code\"": \""03665\""}, \""channel\"": {\""card_type\"": \""A\"", \""card_level\"": \""4\""}}"",3696969600",IXCHWLJIMDNKCGAQGMLM,credit_card,QUAXXEUJICWBHGGSYUCS,merchant_nbr,cc_txn,3696969600,355.0414645,TWD,3665,A,4
